category_id,category_level1,category_level2,category_level3
1000007582,10,76,1246
1000007558,10,76,1247
1000007560,10,76,1248
1000007598,10,76,1249
1000007596,10,76,1250
1000007600,10,76,1251
1000007602,10,76,1252
1000009374,10,77,1253
1000012787,10,77,1254
1000002993,10,77,1255
1000002991,10,77,1256
1000002989,10,77,1257
1000002987,10,77,1258
1000002985,10,77,1259
1000003315,10,77,1260
1000012789,10,77,1261
1000009936,10,77,1262
1000009938,10,77,1263
1000007422,10,77,1264
1000002983,10,77,1265
1000015678,10,78,1266
1000008132,10,78,1267
1000015672,10,78,1268
1000015682,10,78,1269
1000015688,10,78,1270
1000015674,10,78,1271
1000015686,10,78,1272
1000010469,10,78,1273
1000007543,10,78,1274
1000009291,10,78,1275
1000007431,10,78,1276
1000007433,10,78,1277
1000010463,10,78,1278
1000007437,10,78,1279
1000015680,10,78,1280
1000015684,10,78,1281
1000015670,10,78,1282
1000007545,10,78,1283
1000010465,10,78,1284
1000010461,10,78,1285
1000007547,10,78,1286
1000007443,10,78,1287
1000021458,10,78,1288
1000007441,10,78,1289
1000007439,10,78,1290
1000007429,10,78,1291
1000010467,10,78,1292
1000007447,10,78,1293
1000017987,10,79,1294
1000017977,10,79,1295
1000017995,10,79,1296
1000018019,10,79,1297
1000017808,10,79,1298
1000018031,10,79,1299
1000018074,10,79,1300
1000018066,10,79,1301
1000017788,10,79,1302
1000017979,10,79,1303
1000017981,10,79,1304
1000017790,10,79,1305
1000017983,10,79,1306
1000018045,10,79,1307
1000017971,10,79,1308
1000017957,10,79,1309
1000017798,10,79,1310
1000017802,10,79,1311
1000017804,10,79,1312
1000017806,10,79,1313
1000017836,10,79,1314
1000017810,10,79,1315
1000017818,10,79,1316
1000017820,10,79,1317
1000017812,10,79,1318
1000017822,10,79,1319
1000017816,10,79,1320
1000017838,10,79,1321
1000018043,10,79,1322
1000017814,10,79,1323
1000017826,10,79,1324
1000017985,10,79,1325
1000017951,10,79,1326
1000018047,10,79,1327
1000017961,10,79,1328
1000017959,10,79,1329
1000018051,10,79,1330
1000017989,10,79,1331
1000017792,10,79,1332
1000017965,10,79,1333
1000017991,10,79,1334
1000018062,10,79,1335
1000017975,10,79,1336
1000018049,10,79,1337
1000017967,10,79,1338
1000018041,10,79,1339
1000018056,10,79,1340
1000017993,10,79,1341
1000018009,10,79,1342
1000018021,10,79,1343
1000017828,10,79,1344
1000017830,10,79,1345
1000017997,10,79,1346
1000017832,10,79,1347
1000018023,10,79,1348
1000018029,10,79,1349
1000017949,10,79,1350
1000018011,10,79,1351
1000017969,10,79,1352
1000017999,10,79,1353
1000018064,10,79,1354
1000017973,10,79,1355
1000018037,10,79,1356
1000018025,10,79,1357
1000017955,10,79,1358
1000018072,10,79,1359
1000018035,10,79,1360
1000017947,10,79,1361
1000018039,10,79,1362
1000017963,10,79,1363
1000018013,10,79,1364
1000018015,10,79,1365
1000018070,10,79,1366
1000018027,10,79,1367
1000017945,10,79,1368
1000018017,10,79,1369
1000018005,10,79,1370
1000002900,10,80,1371
1000002898,10,80,1372
1000002896,10,80,1373
1000002894,10,80,1374
1000002892,10,80,1375
1000002904,10,80,1376
1000009372,10,80,1377
1000002888,10,80,1378
1000002890,10,80,1379
1000009948,10,80,1380
1000002902,10,80,1381
1000002886,10,80,1382
1000009946,10,80,1383
1000007730,10,80,1384
1000003328,10,80,1385
1000002884,10,80,1386
1000002882,10,80,1387
1000002880,10,80,1388
1000007338,10,81,1389
1000007342,10,81,1390
1000007345,10,81,1391
1000007347,10,81,1392
1000007361,10,81,1393
1000007349,10,81,1394
1000007351,10,81,1395
1000007353,10,81,1396
1000007355,10,81,1397
1000007357,10,81,1398
1000007359,10,81,1399
1000012896,10,82,1400
1000012900,10,82,1401
1000012898,10,82,1402
1000003317,10,83,1403
1000002878,10,83,1404
1000002830,10,83,1405
1000010453,10,83,1406
1000002844,10,83,1407
1000002876,10,83,1408
1000010451,10,83,1409
1000002874,10,83,1410
1000002862,10,83,1411
1000004580,10,83,1412
1000010459,10,83,1413
1000002805,10,83,1414
1000002866,10,83,1415
1000002842,10,83,1416
1000002864,10,83,1417
1000010457,10,83,1418
1000002858,10,83,1419
1000002860,10,83,1420
1000002840,10,83,1421
1000002850,10,83,1422
1000010455,10,83,1423
1000010447,10,83,1424
1000002856,10,83,1425
1000008672,10,83,1426
1000012657,10,83,1427
1000009132,10,83,1428
1000009376,10,83,1429
1000002852,10,83,1430
1000002827,10,83,1431
1000002838,10,83,1432
1000002872,10,83,1433
1000017862,10,84,1434
1000017855,10,84,1435
1000017859,10,84,1436
1000017864,10,84,1437
1000017866,10,84,1438
1000017868,10,84,1439
1000017870,10,84,1440
1000017857,10,84,1441
1000017878,10,84,1442
1000017872,10,84,1443
1000007318,10,85,1444
1000022512,10,85,1445
1000002790,10,85,1446
1000017893,10,85,1447
1000017903,10,85,1448
1000008367,10,85,1449
1000007786,10,85,1450
1000008684,10,85,1451
1000002786,10,85,1452
1000022516,10,85,1453
1000022514,10,85,1454
1000017673,10,85,1455
1000017897,10,85,1456
1000002776,10,85,1457
1000012434,10,85,1458
1000002783,10,85,1459
1000009665,10,85,1460
1000002788,10,85,1461
1000007835,10,85,1462
1000015666,10,85,1463
1000015668,10,85,1464
1000022508,10,85,1465
1000009952,10,85,1466
1000017883,10,85,1467
1000009950,10,85,1468
1000017846,10,85,1469
1000019464,10,85,1470
1000017891,10,85,1471
1000017887,10,85,1472
1000017899,10,85,1473
1000002781,10,85,1474
1000017901,10,85,1475
1000017895,10,85,1476
1000022510,10,85,1477
1000012700,10,85,1478
1000022518,10,85,1479
1000009667,10,85,1480
1000002774,10,85,1481
1000002758,10,86,1482
1000002755,10,86,1483
1000002749,10,86,1484
1000002747,10,86,1485
1000002741,10,86,1486
1000002739,10,86,1487
1000002737,10,86,1488
1000002735,10,86,1489
1000007377,10,86,1490
1000007477,10,86,1491
1000015539,10,87,1492
1000015537,10,87,1493
1000015527,10,87,1494
1000002729,10,87,1495
1000002727,10,87,1496
1000015533,10,87,1497
1000012428,10,87,1498
1000015545,10,87,1499
1000015547,10,87,1500
1000015543,10,87,1501
1000015523,10,87,1502
1000003326,10,87,1503
1000012430,10,87,1504
1000002718,10,87,1505
1000015521,10,87,1506
1000002723,10,87,1507
1000006062,10,87,1508
1000015535,10,87,1509
1000015551,10,87,1510
1000002713,10,87,1511
1000003484,10,87,1512
1000015643,10,87,1513
1000002711,10,87,1514
1000002703,10,87,1515
1000010473,10,87,1516
1000015518,10,87,1517
1000015541,10,87,1518
1000007857,10,87,1519
1000009956,10,87,1520
1000015549,10,87,1521
1000002699,10,87,1522
1000009954,10,87,1523
1000015531,10,87,1524
1000015553,10,87,1525
1000002695,10,87,1526
1000015520,10,87,1527
1000002690,10,87,1528
1000015525,10,87,1529
1000010428,11,88,1530
1000015413,11,88,1531
1000010404,11,88,1532
1000015091,11,88,1533
1000010408,11,88,1534
1000015609,11,88,1535
1000010410,11,88,1536
1000010412,11,88,1537
1000010414,11,88,1538
1000010416,11,88,1539
1000010418,11,88,1540
1000010538,11,89,1541
1000010540,11,89,1542
1000010542,11,89,1543
1000010544,11,89,1544
1000010547,11,90,1545
1000010549,11,90,1546
1000010551,11,90,1547
1000010359,11,91,1548
1000010361,11,91,1549
1000010365,11,91,1550
1000010377,11,91,1551
1000010379,11,91,1552
1000010383,11,91,1553
1000010385,11,91,1554
1000010387,11,91,1555
1000010389,11,91,1556
1000010391,11,91,1557
1000010393,11,91,1558
1000010399,11,91,1559
1000010401,11,91,1560
1000010556,11,92,1561
1000010554,11,92,1562
1000018207,12,93,1563
1000018209,12,93,1564
1000018211,12,93,1565
1000018213,12,93,1566
1000018219,12,93,1567
1000018221,12,93,1568
1000008573,13,94,1569
1000008633,13,94,1570
1000008577,13,94,1571
1000001513,13,94,1572
1000008579,13,94,1573
1000001515,13,94,1574
1000001503,13,94,1575
1000008595,13,94,1576
1000001505,13,94,1577
1000008597,13,95,1578
1000008599,13,95,1579
1000001533,13,95,1580
1000001531,13,95,1581
1000008601,13,95,1582
1000001535,13,95,1583
1000001398,13,96,1584
1000001401,13,96,1585
1000001409,13,96,1586
1000001417,13,96,1587
1000008607,13,96,1588
1000001415,13,96,1589
1000001412,13,96,1590
1000008611,13,96,1591
1000001406,13,96,1592
1000008617,13,96,1593
1000008619,13,96,1594
1000001575,13,97,1595
1000001423,13,97,1596
1000001429,13,97,1597
1000001436,13,97,1598
1000008621,13,97,1599
1000001431,13,97,1600
1000001393,13,98,1601
1000001361,13,98,1602
1000001381,13,98,1603
1000001388,13,98,1604
1000001395,13,98,1605
1000010438,13,98,1606
1000001546,13,99,1607
1000008623,13,99,1608
1000001564,13,99,1609
1000001446,13,100,1610
1000018116,14,101,1611
1000018126,14,101,1612
1000018122,14,101,1613
1000018118,14,101,1614
1000018124,14,101,1615
1000018130,14,101,1616
1000018128,14,101,1617
1000012997,14,101,1618
1000018132,14,101,1619
1000018120,14,101,1620
1000012426,14,102,1621
1000012408,14,102,1622
1000012410,14,102,1623
1000012412,14,102,1624
1000012606,14,102,1625
1000012414,14,102,1626
1000015664,14,102,1627
1000012416,14,102,1628
1000012418,14,102,1629
1000012420,14,102,1630
1000013165,14,102,1631
1000012589,14,102,1632
1000015423,14,102,1633
1000012421,14,102,1634
1000012423,14,102,1635
1000016775,14,102,1636
1000001844,14,103,1637
1000001838,14,103,1638
1000015454,14,103,1639
1000018144,14,103,1640
1000015452,14,103,1641
1000001840,14,103,1642
1000015472,14,103,1643
1000015462,14,103,1644
1000015468,14,103,1645
1000015460,14,103,1646
1000015470,14,103,1647
1000015474,14,103,1648
1000015464,14,103,1649
1000015476,14,103,1650
1000018146,14,103,1651
1000018140,14,103,1652
1000018142,14,103,1653
1000018138,14,103,1654
1000001842,14,103,1655
1000015456,14,103,1656
1000012971,14,104,1657
1000012975,14,104,1658
1000012981,14,104,1659
1000012977,14,104,1660
1000016071,14,104,1661
1000013119,14,104,1662
1000012973,14,104,1663
1000013117,14,104,1664
1000012979,14,104,1665
1000001703,14,105,1666
1000001704,14,105,1667
1000001705,14,105,1668
1000001709,14,105,1669
1000015662,14,105,1670
1000015391,14,105,1671
1000019758,14,106,1672
1000019570,14,106,1673
1000019754,14,106,1674
1000019572,14,106,1675
1000019574,14,106,1676
1000019576,14,106,1677
1000019578,14,106,1678
1000019580,14,106,1679
1000019756,14,106,1680
1000019582,14,106,1681
1000019584,14,106,1682
1000019586,14,106,1683
1000022311,14,106,1684
1000019588,14,106,1685
1000003336,14,107,1686
1000001829,14,107,1687
1000001831,14,107,1688
1000015736,14,107,1689
1000015734,14,107,1690
1000012991,14,108,1691
1000012983,14,108,1692
1000018148,14,108,1693
1000018150,14,108,1694
1000012995,14,108,1695
1000015706,14,108,1696
1000012987,14,108,1697
1000013038,14,108,1698
1000012985,14,108,1699
1000012993,14,108,1700
1000012989,14,108,1701
1000012965,14,109,1702
1000012967,14,109,1703
1000020675,14,109,1704
1000012969,14,109,1705
1000018156,14,110,1706
1000001716,14,110,1707
1000018152,14,110,1708
1000018154,14,110,1709
1000018158,14,110,1710
1000001721,14,111,1711
1000001723,14,111,1712
1000001725,14,111,1713
1000001727,14,111,1714
1000013121,14,111,1715
1000001729,14,111,1716
1000001731,14,111,1717
1000001733,14,111,1718
1000003548,14,111,1719
1000001735,14,111,1720
1000003359,14,111,1721
1000003361,14,111,1722
1000001737,14,111,1723
1000001739,14,111,1724
1000001741,14,111,1725
1000018162,14,111,1726
1000001743,14,111,1727
1000018164,14,111,1728
1000018160,14,111,1729
1000012891,14,112,1730
1000012889,14,112,1731
1000001759,14,113,1732
1000001761,14,113,1733
1000001763,14,113,1734
1000003363,14,113,1735
1000003517,14,113,1736
1000001765,14,113,1737
1000018166,14,113,1738
1000001767,14,113,1739
1000001769,14,113,1740
1000001771,14,113,1741
1000001773,14,113,1742
1000001775,14,113,1743
1000003391,14,113,1744
1000018168,14,114,1745
1000001746,14,114,1746
1000001748,14,114,1747
1000001750,14,114,1748
1000001752,14,114,1749
1000001756,14,114,1750
1000001849,14,115,1751
1000001851,14,115,1752
1000015832,14,115,1753
1000001853,14,115,1754
1000018176,14,115,1755
1000003480,14,115,1756
1000018181,14,115,1757
1000001855,14,115,1758
1000001857,14,115,1759
1000001859,14,115,1760
1000001863,14,115,1761
1000001861,14,115,1762
1000015620,14,115,1763
1000018185,14,115,1764
1000018178,14,115,1765
1000003228,14,115,1766
1000018183,14,115,1767
1000015834,14,115,1768
1000012961,14,116,1769
1000012963,14,116,1770
1000012999,14,117,1771
1000013001,14,117,1772
1000013003,14,117,1773
1000013031,14,117,1774
1000013027,14,117,1775
1000013005,14,117,1776
1000013007,14,117,1777
1000013009,14,117,1778
1000013011,14,117,1779
1000013013,14,117,1780
1000013015,14,117,1781
1000013017,14,117,1782
1000013040,14,117,1783
1000013029,14,117,1784
1000016579,14,117,1785
1000019468,14,117,1786
1000019470,14,117,1787
1000013019,14,117,1788
1000013021,14,117,1789
1000013033,14,117,1790
1000013023,14,117,1791
1000013025,14,117,1792
1000018203,14,118,1793
1000015698,14,118,1794
1000001778,14,119,1795
1000018174,14,119,1796
1000001780,14,119,1797
1000007449,14,119,1798
1000015327,14,119,1799
1000004655,14,119,1800
1000018172,14,119,1801
1000001784,14,119,1802
1000003268,14,119,1803
1000001786,14,119,1804
1000015828,14,119,1805
1000001788,14,119,1806
1000018170,14,119,1807
1000012941,14,120,1808
1000015258,14,120,1809
1000012949,14,120,1810
1000012951,14,120,1811
1000012953,14,120,1812
1000015262,14,120,1813
1000015260,14,120,1814
1000012955,14,120,1815
1000012957,14,120,1816
1000012364,15,121,1817
1000012366,15,121,1818
1000012162,15,122,1819
1000012164,15,122,1820
1000012168,15,122,1821
1000012170,15,122,1822
1000012186,15,122,1823
1000012192,15,122,1824
1000012176,15,122,1825
1000012195,15,123,1826
1000012197,15,123,1827
1000012201,15,123,1828
1000012203,15,123,1829
1000013055,15,123,1830
1000012213,15,123,1831
1000012217,15,123,1832
1000012219,15,123,1833
1000012221,15,123,1834
1000012249,15,124,1835
1000012253,15,124,1836
1000012243,15,124,1837
1000012259,15,124,1838
1000012245,15,124,1839
1000012255,15,124,1840
1000012251,15,124,1841
1000012267,15,125,1842
1000012269,15,125,1843
1000012271,15,125,1844
1000012273,15,125,1845
1000012277,15,125,1846
1000012275,15,125,1847
1000012785,15,125,1848
1000012281,15,125,1849
1000012283,15,125,1850
1000012285,15,125,1851
1000012287,15,125,1852
1000012289,15,125,1853
1000012291,15,125,1854
1000012293,15,125,1855
1000012295,15,125,1856
1000012297,15,125,1857
1000012299,15,125,1858
1000012301,15,125,1859
1000012226,15,126,1860
1000012238,15,126,1861
1000012228,15,126,1862
1000012234,15,126,1863
1000012236,15,126,1864
1000012230,15,126,1865
1000012361,15,127,1866
1000012359,15,127,1867
1000020863,15,128,1868
1000012306,15,129,1869
1000012308,15,129,1870
1000020860,15,129,1871
1000012312,15,129,1872
1000012356,15,129,1873
1000012314,15,129,1874
1000012318,15,129,1875
1000012320,15,129,1876
1000012324,15,129,1877
1000012304,15,129,1878
1000012334,15,129,1879
1000020867,15,129,1880
1000020865,15,129,1881
1000012336,15,129,1882
1000012326,15,129,1883
1000012338,15,129,1884
1000012328,15,129,1885
1000012340,15,129,1886
1000012342,15,129,1887
1000012344,15,129,1888
1000012346,15,129,1889
1000012348,15,129,1890
1000012330,15,129,1891
1000012350,15,129,1892
1000012332,15,129,1893
1000012352,15,129,1894
1000012354,15,129,1895
1000012262,15,130,1896
1000012264,15,130,1897
1000018225,16,131,1898
1000018227,16,131,1899
1000018229,16,131,1900
1000018233,16,131,1901
1000018235,16,131,1902
1000018237,16,131,1903
1000018239,16,131,1904
1000018242,16,132,1905
1000018244,16,132,1906
1000018246,16,132,1907
1000018248,16,132,1908
1000018250,16,132,1909
1000018252,16,132,1910
1000018254,16,132,1911
1000018256,16,132,1912
1000018263,16,133,1913
1000003775,17,134,1914
1000003731,17,134,1915
1000003851,17,134,1916
1000016850,17,134,1917
1000003735,17,134,1918
1000003737,17,134,1919
1000016789,17,134,1920
1000016791,17,134,1921
1000012801,17,134,1922
1000003743,17,134,1923
1000003745,17,134,1924
1000003747,17,134,1925
1000015516,17,134,1926
1000015904,17,134,1927
1000003849,17,134,1928
1000003751,17,134,1929
1000016847,17,134,1930
1000016849,17,134,1931
1000003757,17,134,1932
1000003881,17,134,1933
1000003763,17,134,1934
1000003765,17,134,1935
1000013105,17,134,1936
1000016892,17,134,1937
1000016900,17,135,1938
1000018054,17,135,1939
1000016902,17,135,1940
1000016904,17,135,1941
1000016906,17,135,1942
1000016908,17,135,1943
1000016910,17,135,1944
1000016912,17,135,1945
1000017939,17,135,1946
1000017941,17,135,1947
1000017943,17,135,1948
1000016914,17,135,1949
1000003593,17,136,1950
1000015824,17,136,1951
1000015822,17,136,1952
1000003587,17,136,1953
1000015826,17,136,1954
1000015820,17,136,1955
1000007387,17,136,1956
1000009120,17,136,1957
1000015938,17,136,1958
1000003589,17,136,1959
1000003853,17,136,1960
1000003861,17,136,1961
1000004650,17,136,1962
1000003591,17,136,1963
1000003855,17,136,1964
1000015857,17,136,1965
1000015854,17,136,1966
1000003620,17,137,1967
1000003596,17,137,1968
1000003857,17,137,1969
1000003600,17,137,1970
1000003602,17,137,1971
1000003612,17,137,1972
1000003835,17,137,1973
1000003604,17,137,1974
1000015290,17,137,1975
1000003606,17,137,1976
1000003608,17,137,1977
1000003610,17,137,1978
1000003859,17,137,1979
1000003616,17,137,1980
1000003618,17,137,1981
1000003796,17,138,1982
1000015724,17,138,1983
1000003798,17,138,1984
1000015863,17,138,1985
1000003800,17,138,1986
1000003833,17,138,1987
1000003867,17,138,1988
1000003804,17,138,1989
1000003806,17,138,1990
1000003802,17,138,1991
1000003810,17,138,1992
1000003808,17,138,1993
1000003813,17,139,1994
1000003815,17,139,1995
1000015588,17,139,1996
1000003817,17,139,1997
1000015861,17,139,1998
1000003899,17,139,1999
1000003823,17,139,2000
1000015859,17,139,2001
1000003827,17,139,2002
1000003825,17,139,2003
1000003787,17,140,2004
1000015865,17,140,2005
1000003789,17,140,2006
1000003791,17,140,2007
1000003829,17,140,2008
1000003793,17,140,2009
1000018060,17,141,2010
1000016916,17,141,2011
1000018058,17,141,2012
1000016918,17,141,2013
1000016920,17,141,2014
1000016922,17,141,2015
1000018068,17,141,2016
1000003659,17,142,2017
1000007809,17,142,2018
1000003623,17,142,2019
1000003625,17,142,2020
1000003627,17,142,2021
1000003629,17,142,2022
1000003631,17,142,2023
1000004648,17,142,2024
1000003635,17,142,2025
1000003637,17,142,2026
1000003639,17,142,2027
1000003633,17,142,2028
1000003641,17,142,2029
1000003643,17,142,2030
1000003645,17,142,2031
1000003831,17,142,2032
1000003647,17,142,2033
1000003649,17,142,2034
1000003875,17,142,2035
1000003873,17,142,2036
1000003651,17,142,2037
1000003653,17,142,2038
1000003655,17,142,2039
1000003657,17,142,2040
1000003684,17,143,2041
1000003662,17,143,2042
1000003672,17,143,2043
1000007259,17,143,2044
1000003664,17,143,2045
1000003666,17,143,2046
1000003668,17,143,2047
1000015660,17,143,2048
1000003670,17,143,2049
1000003676,17,143,2050
1000003678,17,143,2051
1000004646,17,143,2052
1000003837,17,143,2053
1000003680,17,143,2054
1000003682,17,143,2055
1000015276,17,143,2056
1000003713,17,144,2057
1000007247,17,144,2058
1000003687,17,144,2059
1000003689,17,144,2060
1000003691,17,144,2061
1000003693,17,144,2062
1000003695,17,144,2063
1000003711,17,144,2064
1000003697,17,144,2065
1000020717,17,144,2066
1000003699,17,144,2067
1000003701,17,144,2068
1000003863,17,144,2069
1000003703,17,144,2070
1000003877,17,144,2071
1000015268,17,144,2072
1000013093,17,144,2073
1000003705,17,144,2074
1000003707,17,144,2075
1000003709,17,144,2076
1000003728,17,145,2077
1000003716,17,145,2078
1000003843,17,145,2079
1000003718,17,145,2080
1000003720,17,145,2081
1000003724,17,145,2082
1000003726,17,145,2083
1000016924,17,146,2084
1000016926,17,146,2085
1000016928,17,146,2086
1000016934,17,146,2087
1000016936,17,146,2088
1000016938,17,146,2089
1000016940,17,146,2090
1000003584,17,147,2091
1000003566,17,147,2092
1000003568,17,147,2093
1000015282,17,147,2094
1000003570,17,147,2095
1000003572,17,147,2096
1000003839,17,147,2097
1000003580,17,147,2098
1000006143,17,147,2099
1000015284,17,147,2100
1000003578,17,147,2101
1000003582,17,147,2102
1000003784,17,148,2103
1000003782,17,148,2104
1000003841,17,148,2105
1000003885,17,148,2106
1000003780,17,148,2107
1000003778,17,148,2108
1000015514,17,148,2109
1000013222,18,149,2110
1000013224,18,149,2111
1000013228,18,149,2112
1000013230,18,149,2113
1000013232,18,149,2114
1000013234,18,149,2115
1000013237,18,150,2116
1000013239,18,150,2117
1000013241,18,150,2118
1000013243,18,150,2119
1000013249,18,150,2120
1000013245,18,150,2121
1000013247,18,150,2122
1000013251,18,150,2123
1000013254,18,151,2124
1000013256,18,151,2125
1000013258,18,151,2126
1000013260,18,151,2127
1000013262,18,151,2128
1000013264,18,151,2129
1000013267,18,152,2130
1000013273,18,152,2131
1000013277,18,152,2132
1000013279,18,152,2133
1000013281,18,152,2134
1000013283,18,152,2135
1000013285,18,152,2136
1000013291,18,152,2137
1000013293,18,152,2138
1000013295,18,152,2139
1000013297,18,152,2140
1000013302,18,153,2141
1000013304,18,153,2142
1000013306,18,153,2143
1000013308,18,153,2144
1000013310,18,153,2145
1000013312,18,153,2146
1000013314,18,153,2147
1000013318,18,153,2148
1000013320,18,153,2149
1000013324,18,153,2150
1000013327,18,154,2151
1000013329,18,154,2152
1000013349,18,154,2153
1000013351,18,154,2154
1000013331,18,154,2155
1000013353,18,154,2156
1000013337,18,154,2157
1000013339,18,154,2158
1000013341,18,154,2159
1000013343,18,154,2160
1000013355,18,154,2161
1000013347,18,154,2162
1000013362,18,155,2163
1000013364,18,155,2164
1000013366,18,155,2165
1000013385,18,156,2166
1000013387,18,156,2167
1000013389,18,156,2168
1000013373,18,156,2169
1000013375,18,156,2170
1000013379,18,156,2171
1000013377,18,156,2172
1000013371,18,156,2173
1000013381,18,156,2174
1000013383,18,156,2175
1000013391,18,156,2176
1000013394,18,157,2177
1000013396,18,157,2178
1000013400,18,157,2179
1000013398,18,157,2180
1000013402,18,157,2181
1000013404,18,157,2182
1000013406,18,157,2183
1000013412,18,157,2184
1000013408,18,157,2185
1000013410,18,157,2186
1000013414,18,157,2187
1000013417,18,158,2188
1000013419,18,158,2189
1000013421,18,158,2190
1000013423,18,158,2191
1000013425,18,158,2192
1000000245,19,159,2193
1000000239,19,159,2194
1000000243,19,159,2195
1000000237,19,159,2196
1000017348,19,159,2197
1000017346,19,159,2198
1000017350,19,159,2199
1000000654,19,160,2200
1000000662,19,160,2201
1000000664,19,160,2202
1000017358,19,161,2203
1000000721,19,161,2204
1000000715,19,161,2205
1000000717,19,161,2206
1000001141,19,162,2207
1000001143,19,162,2208
1000000874,19,162,2209
1000000695,19,163,2210
1000000681,19,163,2211
1000000671,19,163,2212
1000000683,19,163,2213
1000017366,19,163,2214
1000000673,19,163,2215
1000017374,19,163,2216
1000017364,19,163,2217
1000017360,19,163,2218
1000000685,19,163,2219
1000000687,19,163,2220
1000000677,19,163,2221
1000017362,19,163,2222
1000000679,19,163,2223
1000017334,19,164,2224
1000017324,19,164,2225
1000000253,19,164,2226
1000000251,19,164,2227
1000000249,19,164,2228
1000017326,19,164,2229
1000017332,19,164,2230
1000017328,19,164,2231
1000017330,19,164,2232
1000017344,19,164,2233
1000017336,19,164,2234
1000000893,19,165,2235
1000015180,19,165,2236
1000017322,19,165,2237
1000000876,19,165,2238
1000000863,19,165,2239
1000000864,19,165,2240
1000000896,19,165,2241
1000000884,19,165,2242
1000000869,19,165,2243
1000000856,19,166,2244
1000000857,19,166,2245
1000000878,19,166,2246
1000000851,19,167,2247
1000000849,19,167,2248
1000000630,19,168,2249
1000004692,19,168,2250
1000000612,19,168,2251
1000000618,19,168,2252
1000000638,19,168,2253
1000000647,19,168,2254
1000000614,19,168,2255
1000000846,19,168,2256
1000000616,19,168,2257
1000000968,19,168,2258
1000000624,19,168,2259
1000015184,19,168,2260
1000000636,19,168,2261
1000000622,19,168,2262
1000000643,19,168,2263
1000003921,19,169,2264
1000003919,19,169,2265
1000003917,19,169,2266
1000015635,19,170,2267
1000017316,19,171,2268
1000000710,19,171,2269
1000017312,19,171,2270
1000000702,19,171,2271
1000000700,19,171,2272
1000006149,19,171,2273
1000000704,19,171,2274
1000000595,19,172,2275
1000000587,19,172,2276
1000000591,19,172,2277
1000000593,19,172,2278
1000001637,19,172,2279
1000006555,19,172,2280
1000000589,19,172,2281
1000000732,19,173,2282
1000000724,19,173,2283
1000000730,19,173,2284
1000000726,19,173,2285
1000000737,19,174,2286
1000000739,19,174,2287
1000000741,19,174,2288
1000017308,19,174,2289
1000000743,19,174,2290
1000000601,19,175,2291
1000000605,19,175,2292
1000000607,19,175,2293
1000016018,20,176,2294
1000016581,21,177,2295
1000016591,21,177,2296
1000003956,21,177,2297
1000016593,21,177,2298
1000016595,21,177,2299
1000015647,21,177,2300
1000003963,21,177,2301
1000003968,21,177,2302
1000004021,21,177,2303
1000004032,21,177,2304
1000004030,21,177,2305
1000016601,21,177,2306
1000003974,21,177,2307
1000016617,21,177,2308
1000016583,21,177,2309
1000016605,21,177,2310
1000003979,21,177,2311
1000016607,21,177,2312
1000016585,21,177,2313
1000016603,21,177,2314
1000016609,21,177,2315
1000016587,21,177,2316
1000016611,21,177,2317
1000016613,21,177,2318
1000003983,21,177,2319
1000009084,21,177,2320
1000016974,21,177,2321
1000003988,21,177,2322
1000003999,21,177,2323
1000004027,21,177,2324
1000016615,21,177,2325
1000008381,21,177,2326
1000016589,21,177,2327
1000012602,21,178,2328
1000012600,21,178,2329
1000012620,21,179,2330
1000007409,21,179,2331
1000004044,21,179,2332
1000004047,21,179,2333
1000016619,21,179,2334
1000004092,21,179,2335
1000004050,21,179,2336
1000016621,21,179,2337
1000016623,21,179,2338
1000004052,21,179,2339
1000016645,21,179,2340
1000004055,21,179,2341
1000004060,21,179,2342
1000016625,21,179,2343
1000007261,21,179,2344
1000004065,21,179,2345
1000016627,21,179,2346
1000016629,21,179,2347
1000016631,21,179,2348
1000004070,21,179,2349
1000016976,21,179,2350
1000004074,21,179,2351
1000016633,21,179,2352
1000016635,21,179,2353
1000016637,21,179,2354
1000016639,21,179,2355
1000016649,21,179,2356
1000004081,21,179,2357
1000016651,21,179,2358
1000016641,21,179,2359
1000016643,21,179,2360
1000004095,21,179,2361
1000004105,21,180,2362
1000013144,21,180,2363
1000004223,21,180,2364
1000004108,21,180,2365
1000004221,21,180,2366
1000004111,21,180,2367
1000004173,21,180,2368
1000004177,21,180,2369
1000004217,21,180,2370
1000004219,21,180,2371
1000004225,21,180,2372
1000004240,21,181,2373
1000004248,21,181,2374
1000004238,21,181,2375
1000004236,21,181,2376
1000004234,21,181,2377
1000004232,21,181,2378
1000004228,21,181,2379
1000015561,21,181,2380
1000004230,21,181,2381
1000004263,21,182,2382
1000004253,21,182,2383
1000004261,21,182,2384
1000004255,21,182,2385
1000010214,21,182,2386
1000004251,21,182,2387
1000004259,21,182,2388
1000004257,21,182,2389
1000004270,21,183,2390
1000004266,21,183,2391
1000008476,21,183,2392
1000004268,21,183,2393
1000016653,21,184,2394
1000016655,21,184,2395
1000016657,21,184,2396
1000004273,21,184,2397
1000004281,21,184,2398
1000004298,21,184,2399
1000016660,21,184,2400
1000004305,21,184,2401
1000004301,21,184,2402
1000004307,21,184,2403
1000016668,21,184,2404
1000004303,21,184,2405
1000016670,21,184,2406
1000004311,21,184,2407
1000007804,21,184,2408
1000004277,21,184,2409
1000004296,21,184,2410
